Customer ID	Country	State	City	ZIP	Address
RD-19585	USA	PA	Gettysburg	17325	1301 Carlisle Street
BT-11680	USA	MN	Luverne	56156	147 Gettys Street  Po Box 3786
MD-7860	USA	NE	Cozad	69130	1600 North Kniss Avenue
CC-12145	USA	NE	Lexington	68850	300 East 12Th St
XP-21865	USA	NE	Callaway	68825	1201 North Erie St
ML-17410	USA	NE	Ainsworth	69210	211 E Kimball St
BS-11665	USA	PA	Titusville	16354	945 East Zero St
SC-20230	USA	PA	Clarion	16214	406 West Oak Street
QJ-19255	USA	PA	Clarion	16214	One Hospital Drive
RE-19450	USA	PA	Lock Haven	17745	2 Hospital Drive
CP-2085	USA	NE	Ogallala	69153	24 Cree Drive
JK-5730	USA	NE	Kimball	69145	2601 North Spruce St
HZ-14950	USA	NE	Neligh	68756	505 South Burg St
AR-10570	USA	NE	Tilden	68781	102 West 9Th St
EH-14005	USA	NE	Wayne	68787	308 West 2Nd
JR-15700	USA	NV	Yerington	89447	1200 Providence Rd
PL-18925	USA	PA	Renovo	17764	213 South Whitacre
TC-21145	USA	PA	Coaldale	18218	1001 Pine Street
DG-13300	USA	PA	Philadelphia	19114	360 West Ruddle Street
Dl-13600	USA	PA	Philadelphia	19114	10800 Knights Road
NC-18415	USA	PA	Philadelphia	19111	4900 Frankford Avenue
EB-13930	USA	PA	Philadelphia	19102	6129 Palmetto Street
CP-12085	USA	PA	Philadelphia	19111	230 North Broad Street
SM-20005	USA	PA	Philadelphia	19102	7600 Central Avenue
JR-15670	USA	NE	Blair	68008	1513 Race Street
DL-12925	USA	NV	Fallon	89406	810 North 22Nd St
FM-14290	USA	PA	Philadelphia	19143	801 East Williams Avenue
DP-13165	USA	PA	Philadelphia	19122	501 South 54Th Street
CK-12595	USA	PA	Philadelphia	19111	136 West Diamond Street
CM-11830	USA	NV	Las Vegas	89128	333 Cottman Avenue
PP-18955	USA	PA	Philadelphia	19131	2500 North Tenaya
MM-17260	USA	NV	Las Vegas	89119	4200 Monument Road
ME-17320	USA	PA	Philadelphia	19140	2075 East Flamingo Road
CS-12490	USA	NE	Osmond	68765	"3401 N Broad Street,Hosp Admin Suite D"
GH-14410	USA	NE	Grant	69140	402 North Maple St
MC-17635	USA	PA	Philadelphia	19128	900 Lincoln Ave
LM-7065	USA	PA	Philadelphia	19124	1 W Burdick Expy
AR-10510	USA	PA	Philadelphia	19107	1331 East Wyoming Avenue
JH-15910	USA	PA	Philadelphia	19146	111 South 11Th Street
DK-3375	USA	PA	Philadelphia	19104	1800 Lombard Street
EG-13900	USA	PA	Philadelphia	19130	51 North 39Th Street
AS-10630	USA	OH	Warren	44482	16Th Street & Girard Avenue
CL-11890	USA	PA	Philadelphia	19124	"1350 E Market St,9Th Floor"
CA-12265	USA	PA	Philadelphia	19122	4641 Roosevelt Boulevard
PF-19165	USA	PA	Philadelphia	19104	Girard Avenue At 8Th Street
DB-12970	USA	PA	Philadelphia	19128	University & Woodland Avenues
CL-12565	USA	PA	Pleasant Gap	16823	5800 Ridge Avenue
MF-17665	USA	PA	Centre Hall	16828	550 West College Avenue
IM-15055	USA	OH	Marysville	43040	132 The Meadows Drive
EB-13975	USA	OH	Van Wert	45891	500 London Avenue
AA-10315	USA	PA	State College	16803	1250 S Washington Street
MV-17485	USA	PA	Hastings	16646	1800 East Park Avenue
JW-15955	USA	PA	Johnstown	15901	290 Haida Avenue  Po Box 689
TS-21610	USA	PA	Coatesville	19320	320 Main Street
MC-17575	USA	OH	Mason	45040	201 Reeceville Road
JF-5415	USA	OH	Franklin	45005	4075 Old Western Row Road
AH-10210	USA	OH	Marietta	45750	One Medical Center Drive
KD-16345	USA	PA	Paoli	19301	401 Matthew Street
PG-18895	USA	PA	West Chester	19380	255 West Lancaster Avenue
HK-14890	USA	PA	West Grove	19390	701 East Marshall Street
RR-19315	USA	NV	Gardnerville	89410	1015 West Baltimore Pike
HH-5010	USA	NV	Caliente	89008	1107 Highway 395
SH-20635	USA	NV	Winnemucca	89445	700 North Spring Street
AR-10825	USA	PA	Malvern	19355	118 East Haskell Street
RP-9855	USA	PA	Phoenixville	19468	655 Sugartown Road  P O Box 275
LR-17035	USA	PA	Downingtown	19335	140 Nutt Road  Po Box 3001
IM-5055	USA	NE	Wahoo	68066	151 Woodbine Road
CK-12325	USA	NE	Scottsbluff	69361	1760 County Rd J
AS-285	USA	PA	Malvern	19355	4021 Ave B
DK-12985	USA	PA	Coatesville	19320	414 Paoli Pike  Po Box 3007
EH-4185	USA	NV	Batte Mtn	89820	1400 Black Horse Road
ML-17395	USA	PA	Dubois	15801	535 South Humboldt Street
BF-11215	USA	PA	Meyersdale	15552	100 Hospital Avenue
MB-7305	USA	NE	Friend	68359	200 Hospital Drive
CR-12580	USA	NE	Crete	68333	905 Second St
TB-21520	USA	NE	Minden	68959	2910 Betten Dr
KN-16450	USA	NE	Tecumseh	68450	727 East 1St St
HR-14770	USA	NE	Fairbury	68352	202 High St
CK-12760	USA	NV	Pahrump	89048	2200 H St
RO-9780	USA	PA	Susquehanna	18847	360 South Lola Lane
EN-13780	USA	NV	Hawthorne	89415	2872 Turnpike Street
AH-10465	USA	NV	Tonopah	89049	First And 'A' Street
AH-10585	USA	NV	Lovelock	89419	825 South Main Street
RB-9435	USA	IA	Orange City	51041	855 Sixth Street
AG-525	USA	IA	Clarion	50525	1000 Lincoln Circle Se
AR-10345	USA	IA	Belmond	50421	1316 South Main Street
MW-8220	USA	IA	Sioux Center	51250	403 First Street Se
AH-210	USA	IA	Washington	52353	1101 9Th St Se
TH-21235	USA	IA	Corydon	50060	400 East Polk - Po Box 909
LT-7110	USA	IA	Decorah	52101	417 South East Street
HD-14785	USA	IN	Fort Wayne	46807	901 Montgomery Street
MC-7575	USA	WY	Lusk	82225	2626 Fairfield Ave
MH-18025	USA	WY	Newcastle	82701	921 South Ballancee Avenue
CC-2475	USA	IN	Portage	46368	1124 Washington Blvd
CM-12190	USA	IN	Richmond	47374	3630 Willowcreek Rd
RA-19915	USA	WY	Powell	82435	Chester Blvd
MT-18070	USA	KS	Coffeyville	67337	777 Avenue H
JF-15415	USA	KS	Colby	67701	1400 W 4Th St
ES-14020	USA	KS	Atchison	66002	100 E College Drive
CC-12685	USA	KS	Anthony	67003	800 Ravin Hill Drive
IM-15070	USA	WY	Sundance	82729	1101 E Spring Street
DA-13450	USA	KS	Ashland	67831	713 Oak Street
SS-10410	USA	KS	Atwood	67730	709 Oak Street
BM-11650	USA	KS	Beloit	67420	707 Grant St
SW-20350	USA	KS	Caldwell	67022	400 W 8Th Street P O Box 399
CM-1830	USA	KS	Clay Center	67432	601 South Osage Street
MY-17380	USA	WY	Torrington	82240	617 Liberty
MS-7830	USA	KS	Concordia	66901	2000 Campbell Drive
HG-14965	USA	KS	Dighton	67839	1100 Highland Drive
DC-13285	USA	KS	El Dorado	67042	235 West Vine  Po Box 969
DL-13315	USA	KS	Dodge City	67801	720 W Central St
JK-15370	USA	KS	Elkhart	67950	3001 Avenue A
CH-2070	USA	KS	Ellinwood	67526	445 N Hilltop
MH-7440	USA	KS	Ellsworth	67439	605 N Main Street
MC-17845	USA	KS	Emporia	66801	1604 Aylward Avenue
PW-19030	USA	KS	Fredonia	66736	1201 West 12Th Avenue
BS-11590	USA	WY	Wheatland	82201	1527 Madison
DO-13435	USA	KS	Goodland	67735	201 14Th Street
SG-20890	USA	KS	Hanover	66945	220 West Second Street
SU-20665	USA	KS	Harper	67058	205 S Hanover Street
JC-16105	USA	KS	Hiawatha	66434	700 West 13Th
TB-21190	USA	KS	Hill City	67642	300 Utah Street
SV-10785	USA	KS	Hillsboro	67063	304 West Prout Street
VP-21760	USA	KS	Hutchinson	67502	701 S Main Street
LR-16915	USA	KS	Hoisington	67544	1701 E 23Rd Avenue
TH-21550	USA	MA	Cambridge	2138	250 W 9Th Street
TC-11145	USA	KS	Holton	66436	1575 Cambridge Street
JL-15235	USA	KS	Horton	66439	1110 Columbine Dr
RK-19300	USA	KS	Hoxie	67740	240 West 18Th Street
CC-12670	USA	KS	Hugoton	67951	826  18Th Street
DB-13555	USA	KS	Independence	67301	1006 S Jackson
SG-20605	USA	KS	Junction City	66441	800 West Myrtle Street
MG-17890	USA	KS	Kansas City	66112	1102 St Mary'S Road
MA-17560	USA	KS	Kansas City	66103	8929 Parallel Parkway
CB-12025	USA	KS	Kansas City	66112	2205 West 36Th Avenue
DH-13075	USA	KS	Leavenworth	66048	1731 North 90Th Street
BT-11395	USA	KS	Kansas City	66160	711 Marshall Street
TT-11265	USA	KS	Kiowa	67070	3901 Rainbow Blvd
TH-11235	USA	KS	Lakin	67860	810 Drumm Street
VG-21790	USA	KS	Larned	67550	500 Thorpe Street
NW-18400	USA	KS	Larned	67550	1301 Ks Highway 264
VP-21730	USA	KS	Leavenworth	66048	923 Carroll Avenue
SS-20410	USA	KS	Leawood	66211	3500 South 4Th Street
JE-15715	USA	KS	Liberal	67901	3651 College Blvd
AG-270	USA	WY	Worland	82401	315 West 15Th Street
BW-11200	USA	KS	Lincoln	67455	400 South 15Th Street
EK-13795	USA	KS	Lyons	67554	624 N Second
SG-20080	USA	KS	Leoti	67861	619 South Clark Avenue
SC-10725	USA	KS	Jetmore	67854	211 E Earl Street
AG-10525	USA	KS	Lindsborg	67456	809 Bramley
MG-18145	USA	MA	Dartmouth	2747	605 W Lincoln Street
BD-11605	USA	KS	Johnson	67855	581 Faunce Corner Road
PB-19105	USA	KS	Kinsley	67547	404 N Chestnut
SC-20575	USA	KS	La Crosse	67548	620 West Eighth Street
DO-3435	USA	KS	Lawrence	66044	801 Locust St
CC-12220	USA	KS	Marysville	66508	325 Maine St
TS-21430	USA	KS	Meade	67864	708 N 18Th Street
AZ-10750	USA	KS	Medicine Lodge	67104	510 E Carthage
IG-15085	USA	KS	Minneapolis	67467	710 N Walnut Street
SP-20860	USA	WY	Casper	82609	215 E 8Th Street
KM-16225	USA	WY	Casper	82609	301 West Expressway 83
KM-6720	USA	WY	Evanston	82930	6550 East 2Nd Street
MM-18055	USA	MA	Fall River	2720	190 Arrowhead Drive
RB-19360	USA	WY	Gillette	82716	49 Hillside Street
NC-8415	USA	WY	Jackson	83001	501 South Burma Avenue
SN-20710	USA	WY	Rock Springs	82901	625 East Broadway
DL-3330	USA	WY	Casper	82609	4401 College Dr
JG-15115	USA	MA	Somerville	2143	6350 East 2Nd St
CJ-11875	USA	WY	Afton	83110	230 Highland Avenue
AY-10555	USA	WY	Cody	82414	901 Adams Street
BV-11245	USA	WY	Rock Springs	82902	707 Sheridan Avenue
PO-9195	USA	MA	Ludlow	1056	1200 College Drive
GZ-4545	USA	MA	Middleborough	2346	222 State Street
PN-18775	USA	MA	Middleborough	2346	52 Oak Street
SC-20800	USA	WY	Rawlins	82301	23 Isaac Street
AC-10615	USA	WY	Torrington	82240	13725 Northwest Blvd
VB-21745	USA	OH	Tiffin	44883	"South 82240, 1419 Main St"
TT-11460	USA	OH	Akron	44307	50 St Lawrence Drive
AC-10420	USA	OH	Warren	44484	1 Akron General Avenue
CG-12040	USA	MA	Westfield	1085	8747 Squires Lane Ne
TR-11325	USA	MS	Greenwood	38930	91 East Mountain Rd
SC-20440	USA	MS	Calhoun City	38916	"1401 River Road,Second Floor"
BT-11305	USA	MS	Hazlehurst	39083	140 Burke
JB-15925	PRI	PR	Culebra Pueblo	775	233 Magnolia Street
GW-14605	PRI	PR	Caguas	726	C/William Font Final
SC-20725	PRI	PR	Manati	960	Pr-172 Urb Turabo Gardans (Salida 21)
EH-13765	PRI	PR	Orocovis Pueblo	720	Pr-2 Km 49.5 Interseccion 685
YS-21880	PRI	PR	San Juan	910	Pr-155 Ave Luis Muñoz Marin
FO-14305	PRI	PR	Monacillo Urbano	936	1395 San Rafael Street
RP-19855	USA	MS	Hazelhurst	39083	Puerto Rico Medical Center
AB-10600	PRI	PR	Susua Baja	698	27190 Hwy 28
KB-16240	PRI	PR	Hato Rey	919	Carretera 128 Km 1
KA-16525	USA	MS	Gulfport	39501	435 Ponce De Leon Avenue
EM-3960	USA	AR	Jonesboro	72401	"4500 13Th Street,3Rd Floor"
JD-15790	USA	AR	West Memphis	72301	909 Enterprise Drive
JL-15850	USA	MS	Jackson	39202	200 West Tyler Avenue
JW-16075	USA	MS	Jackson	39216	1225 North State Street
LL-6840	USA	AR	Murfreesboro	71958	"969 Lakeland Drive,6Th Floor"
TH-21100	USA	MS	Jackson	39216	315 East 13Th Street
MC-17275	PRI	PR	Guayama Pueblo	785	969 Lakeland Drive
NG-8430	USA	MS	Dekalb	39328	Avenue Pedro Albesus
KD-16615	USA	MS	Meridian	39304	14365 Highway 16 West
MC-17605	USA	MS	Newton	39345	1818 College Drive
JK-15625	USA	MS	Batesville	38606	9421 Eastside Drive Extension
TS-11505	USA	MS	Marks	38646	303 Medical Center
LD-6855	USA	OK	Blackwell	74631	340 Getwell Drive
LP-17080	USA	OK	Broken Arrow	74012	710 South 13Th Street
CV-12805	USA	OK	Eufaula	74432	1200 W Albany Drive
MO-17500	USA	OK	Frederick	73542	1 Hospital Drive
MS-17530	USA	OK	Lindsay	73052	319 East Josephine Avenue
GA-14515	USA	OK	Mangum	73554	1305 West Cherokee
CS-12355	USA	OK	Midwest City	73110	"12500 South Freeway,Suite 100"
GM-14500	USA	OK	Muskogee	74401	8210 National Avenue
CC-2670	USA	AR	Little Rock	72205	300 Rockefeller Drive
MN-17935	USA	OK	Muskogee	74401	6101 St. Vincent Circle
JM-16195	USA	OK	Norman	73069	2900 N Main St
DB-13615	USA	AR	Hot Springs	71901	1210 West Robinson Street
PK-18910	USA	OK	Oklahoma City	73103	105 Reserve Street
LS-16945	USA	SD	Redfield	57469	1407 North Robinson Avenue
JK-15730	USA	SD	Philip	57567	111 West 10Th Avenue
SW-10275	USA	SD	De Smet	57231	503 West Pine Street
MC-18100	USA	OK	Oklahoma City	73114	306 Prairie Avenue Southwest
EH-13945	USA	OK	Pryor	74361	3101 North Tarrant Parkway
LC-16930	USA	SD	Huron	57350	111 North Bailey Street
MA-17995	USA	SD	Deadwood	57732	172 Fourth Street Southeast
SP-20650	USA	SD	Sturgis	57785	61 Charles Street
JH-15430	USA	AR	Fayetteville	72701	949 Harmon Street
ML-17755	USA	SD	Parkston	57366	1125 North College Avenue
PC-18745	USA	SD	Chamberlain	57325	401 West Glynn Drive
KE-16420	USA	SD	Viborg	57070	300 South Byron Boulevard
EM-4200	USA	SD	Winner	57580	315 North Washington Street
DW-13480	USA	SD	Scotland	57059	745 East 8Th Street
SC-10680	USA	AR	Rogers	72756	600 Billars Street
JG-15805	USA	SD	Martin	57551	1200 West Walnut Street
LL-16840	USA	SD	Platte	57369	102 Major Allen Street
PV-8985	USA	SD	Custer	57730	601 East 7Th Street
PO-19180	USA	AR	Nashville	71852	1039 Montgomery Street
SH-19975	USA	SD	Flandreau	57028	800 West Leslie
GA-14725	USA	SD	Canton	57013	214 North Prairie Street
GT-4755	USA	SD	Dell Rapids	57022	440 North Hiawatha Drive
PR-18880	USA	SD	Milbank	57252	909 North Iowa Avenue
AG-10765	USA	SD	Bowdle	57428	901 East Virgil Avenue
SE-20110	USA	SD	Faulkton	57438	8001 West 5Th Street
JB-16045	USA	SD	Sisseton	57262	1300 Oak Street
JM-5580	USA	AR	Jonesboro	72401	205 Orchard Drive
JO-15280	USA	SD	Miller	57362	3024 Stadium Boulevard
LP-17095	USA	SD	Hot Springs	57747	300 West 5Th Street
EJ-14155	USA	SD	Madison	57042	1201 Highway 71 South
VW-21775	USA	SD	Sioux Falls	57105	323 Sw 10Th St
GM-14455	USA	SD	Brookings	57006	800 East 21St Street
BF-1080	USA	SD	Spearfish	57783	300 22Nd Avenue
SM-20905	USA	SD	Yankton	57078	1440 North Main Street
BO-1425	USA	AR	Siloam Springs	72761	3515 Broadway Ave
AW-10930	USA	SD	Dakota Dunes	57049	205 East Jefferson Street
JP-15460	USA	SD	Rapid City	57701	600 North Sioux Point Road
AS-10240	USA	SD	Sioux Falls	57108	651 Cathedral Drive
TB-11625	USA	SD	Sioux Falls	57105	4500 West 69Th Street
JP-5520	USA	SD	Sioux Falls	57105	910 E 20Th St
BD-11770	USA	SD	Vermillion	57069	2501 West 26Th Street
BD-11635	USA	SD	Sioux Falls	57105	20 South Plum Street
CC-2370	USA	SD	Wagner	57380	1305 West 18Th Street
PO-8850	USA	SD	Wessington Springs	57382	2018 Pulliam Street
TZ-21445	USA	SD	Tyndall	57066	604 1St Street Northeast
RB-19435	USA	PA	Hershey	17033	410 West 16Th Avenue
JE-15475	USA	PA	Philadelphia	19134	"500 University Drive,Po Box 850"
AI-10855	USA	OK	Tulsa	74133	120 East Erie Avenue
MH-17440	USA	PA	Lititz	17543	10501 East 91St Streeet
JE-6165	USA	PA	Pittsburgh	15221	1500 Highlands Drive
DS-13180	USA	OK	Tulsa	74133	225 Penn Avenue
AC-10660	USA	AZ	Sun City	85351	10109 East 79Th Street
MH-17455	USA	OK	Tulsa	74133	13818 North Thunderbird Boulevard
CC-12430	USA	PA	Stroudsburg	18360	10020 E 91St Dr
NG-18355	USA	OK	Tulsa	74145	100 St Lukes Lane
RC-19825	USA	AZ	Surprise	85378	3219 South 79Th East Avenue
JD-16015	USA	AZ	Avondale	85392	1901 Tate Springs Road
JH-5910	USA	AZ	Tucson	85713	10550 West Mcdowell Rd
SC-10695	USA	AZ	Tucson	85711	2800 East Ajo Way
RD-9930	USA	CO	La Junta	81050	350 North Wilmot Road
LC-6930	USA	OK	Tulsa	74137	1100 Carson Avenue
DW-13195	USA	CO	Denver	80210	"2408 E. 81St Street,Ste. 2800"
RD-19900	USA	CO	Colorado Springs	80907	2525 S Downing St
MV-18190	USA	CO	Colorado Springs	80923	2222 N Nevada Ave
RD-19480	USA	CO	Pueblo	81004	6001 E Woodmen Road
SV-20365	USA	AZ	Green Valley	85622	1008 Minnequa Ave
LS-17230	USA	AZ	Tucson	85704	4455 South I-19 Frontage Rd
GD-14590	USA	AZ	Tucson	85741	1921 West Hospital Drive
EB-13750	USA	CO	Canon City	81212	6200 N Lacholla Blvd
KH-6360	USA	CO	Aurora	80045	1338 Phay Ave
BF-11275	USA	PA	Langhorne	19047	13123 East 16Th Avenue
NG-18430	USA	KY	Manchester	40962	1208 Langhorne Newtown Rd
Co-12640	USA	KS	Overland Park	66221	210 Marie Langdon Drive
SF-20965	USA	KS	Overland Park	66212	4901 College Boulevard
KB-16405	USA	KY	Columbia	42728	6509 W 103Rd St
LC-16870	USA	KY	Scottsville	42164	901 Westlake Drive
JL-15505	USA	KY	Liberty	42539	456 Burnley Road
BD-11725	USA	KY	Albany	42602	187 Wolford Avenue
TM-21010	USA	KY	Burkesville	42717	723 Burkesville Road
AB-150	USA	KY	Irvine	40336	299 Glasgow Road
BW-11065	USA	KY	Lexington	40509	60 Mercy Court
FM-14380	USA	KY	Lexington	40536	3050 Rio Dosa Drive
PC-8745	USA	KY	Lexington	40508	800 Rose Street
BN-1470	USA	KY	Prestonsburg	41653	310 South Limestone Street
AH-10120	USA	KY	Mcdowell	41647	5000 Kentucky Route 321
LF-17185	USA	KY	Martin	41649	9879 Kentucky Route 122
DJ-13630	USA	KY	Fulton	42041	11203 Main Street
SJ-20125	USA	KY	Elizabethtown	42701	2000 Holiday Lane
ML-18265	USA	KY	Greensburg	42743	913 N Dixie Avenue
SF-10965	USA	KY	Horse Cave	42749	16000 Johnston Memorial Drive
PO-8865	USA	KY	Louisville	40207	1501 S. Dixie Street
MH-17290	USA	KY	Louisville	40215	4001 Dutchmans Lane
NR-18550	USA	KY	Louisville	40207	1850 Bluegrass Avenue
MK-17905	USA	KY	Edgewood	41017	759 South Main Street
DB-13660	USA	KY	Harrodsburg	40330	201 Medical Village Drive
PH-18790	USA	KY	Carlisle	40311	464 Linden Ave.
AB-10165	USA	KY	Hartford	42347	2323 Concrete Rd.
CA-12055	USA	KY	Lagrange	40031	1211 Old Main St.
JF-5295	USA	KY	Owenton	40359	1025 New Moody Lane
KT-16465	USA	OK	Vinita	74301	330 Roland Ave.
RB-9705	USA	MA	Bedford	1730	735 North Foreman Street
BD-1725	USA	MA	Beverly	1915	200 Springs Road
EB-13705	USA	MA	Belmont	2478	"800 Cummings Center,1St Fl, #147"
MG-17875	USA	PA	Harrisburg	17105	115 Mill Street
MG-17650	USA	PA	Reading	19612	111 S Front St
AG-10270	USA	CO	Johnstown	80534	420 S Fifth Avenue
NP-8685	USA	MA	Braintree	2184	4401 Union Street
AS-630	USA	MA	Foxborough	2035	250 Pond St
SC-20680	USA	MA	Brockton	2301	609 Medical Center Dr
MC-17590	USA	MA	Gloucester	1930	235 North Pearl Street
TP-11415	USA	CO	Johnstown	80534	298 Washington Street
HH-15010	USA	MA	Leeds	1053	4770 Larimer Parkway
BT-11485	USA	PA	Monroeville	15146	421 N Main St
EB-13870	USA	PA	Danville	17822	2380 Mcginley Road
JP-15520	USA	MA	Stoughton	2072	"100 Academy Avenue,Mc42-10"
CM-2115	USA	PA	Seneca	16346	"909 Sumner Street,1St Floor"
EA-14035	USA	PA	Johnstown	15905	100 Fairfield Drive
FH-14350	USA	MD	Foxridge	21133	1086 Franklin Street
BS-1800	USA	PA	Pittsburgh	15202	82 Brook Drive
AA-10375	USA	MD	La Plata	20646	100 South Jackson Avenue
BN-11515	USA	MD	Glen Burnie	21061	5 Garrett Avenue
EG-3900	USA	MI	Pigeon	48755	301 Hospital Drive
RE-19405	USA	PA	Coudersport	16915	170 N Caseville Rd
ND-18460	USA	PA	Philadelphia	19139	1001 East Second Street
TT-21460	USA	MD	Baltimore	21201	111 North 49Th Street
ML-18040	USA	MD	Baltimore	21207	827 Linden Avenue
JL-5505	USA	MD	Cambridge	21613	2200 Kernan Drive
SP-20545	USA	MD	Havre De Grace	21078	Post Office Box 800
SF-10065	USA	MD	Bel Air	21014	501 South Union Avenue
AS-10045	USA	MD	Hyattsville	20785	500 Upper Chesapeake Drive
TT-11220	USA	MD	Rockville	20850	3001 Hospital Drive
AH-10195	USA	MD	Olney	20832	14901 Broschart Road
KH-6630	USA	MD	Bethesda	20814	18101 Prince Philip Drive
AA-10645	USA	MD	Laurel	20707	8600 Old Georgetown Rd
JL-15130	USA	MD	Cheverly	20785	7300 Van Dusen Road
KM-6375	USA	MD	Silver Spring	20903	3001 Hospital Drive
LS-16975	USA	MD	Clinton	20735	8901  New Hampshire Avenue
KL-16645	USA	MD	Crisfield	21817	7503 Surratts Road
EH-14185	USA	MD	Salisbury	21801	201 Hall Highway
KW-6570	USA	MD	Salisbury	21801	220 Tilghman Road
DB-3060	USA	ME	Bangor	4401	100 E Carroll Ave
FA-14230	USA	ME	Fort Fairfield	4742	268 Stillwater Avenue
JF-15565	USA	ME	Limestone	4750	3 Green Street
LO-7170	USA	ME	Blue Hill	4614	382 Main Street
KB-6315	USA	ME	Calais	4619	57 Water Street
BS-11755	USA	ME	Bridgton	4009	24 Hospital Lane
RB-19465	USA	ME	Greenville	4441	10 Hospital Drive
HF-14995	USA	ME	Bangor	4401	364 Pritham Avenue
MP-17965	USA	ME	Machias	4654	656 State Street
JJ-15445	USA	ME	Bangor	4401	Upper Court Street
LC-17140	USA	ME	Sanford	4073	489 State Street
TT-11070	USA	ME	Houlton	4730	25 June Street
BF-11020	USA	ME	Waterville	4901	20 Hartford Street
ES-14080	USA	ME	Ellsworth	4605	200 Kennedy Memorial Drive
FC-14335	USA	ME	Augusta	4330	126 Missouri Ave
TS-21160	USA	ME	Augusta	4330	6 East Chestnut Street
RE-9450	USA	ME	Waterville	4901	35 Medical Center Parkway
JC-15340	USA	ME	Waterville	4901	30 Chase Avenue
MH-17785	USA	ME	Portland	4101	149 North Street
RF-19840	USA	ME	Westbrook	4092	13515 Lake Terrace Lane
PG-18820	USA	ME	Rockport	4856	40 Park Road
DO-13645	USA	ME	Boothbay Harbor	4538	6 Glen Cove Drive
SC-10305	USA	ME	Pittsfield	4967	6 Saint Andrews Lane
TN-21040	USA	ME	Norway	4268	447 North Main Street
DR-12880	USA	MI	Bay City	48706	181 Main Street
EB-3975	USA	MI	Bay City	48706	3250 E. Midland Rd.
NS-8505	USA	MI	Detroit	48201	"3250 E Midland Rd,Suite 1"
SF-20065	USA	MI	Sheridan	48884	3901 Beaubien
RA-19285	USA	MI	Tecumseh	49286	301 N Main St
LT-17110	USA	MI	Lakeview	48850	500 E Pottawatamie Street
BF-11170	USA	MI	Battle Creek	49037	418 Washington
AR-825	USA	MI	Iron Mountain	49801	1481 W 10Th St
SD-20485	USA	MI	Harbor Beach	48441	325 E H St
GW-4605	USA	MI	Charlotte	48813	210 S First St
DB-13120	USA	MI	Reed City	49677	321 E Harris Street
JC-5775	USA	MI	Gladwin	48624	"Po Box 75, 300 N Patterson"
ND-8460	USA	MI	Shelby	49455	515 Quarter Street
TC-11295	USA	MI	Sandusky	48471	72 South State Street
DM-2955	USA	MI	Marlette	48453	120 Delaware Street
PJ-9015	USA	MI	Saint Johns	48879	2770 Main Street
JH-5820	USA	MI	Standish	48658	805 S Oakland
ME-18010	USA	MI	Newberry	49868	805 W Cedar St
AH-10690	USA	MI	Saint Ignace	49781	502 W Harrie St
RD-19660	USA	MI	Munising	49862	1140 N State Street
CD-1980	USA	MT	Billings	59107	1500 Sand Point Rd
CL-2565	USA	MI	Kalkaska	49646	1233 North 30Th Street
MO-7800	USA	MI	Frankfort	49635	419 S Coral
CR-2580	USA	MI	Manistique	49854	224 Park Avenue
TC-10980	USA	MI	Ionia	48846	7870W Us Hwy 2
RD-9900	USA	MI	Monroe	48162	3565 S State Road
CS-12250	USA	MI	Greenville	48838	718 N Macomb St
CH-12070	USA	MI	Carson City	48811	615 S Bower Street
JF-15355	USA	MI	Midland	48670	406 East Elm St
AS-135	USA	MI	Adrian	49221	4000 Wellness Drive
SP-20620	USA	MI	Howell	48843	818 Riverside Avenue
EC-14050	USA	MI	Warren	48093	620 Byron Rd
IG-5085	USA	MI	Mount Clemens	48043	11800 East Twelve Mile Road
TB-21355	USA	MI	Mount Clemens	48043	1000 Harrington Blvd
MH-17620	USA	MI	Warren	48089	215 North Ave.
GT-14755	USA	MI	Clinton Township	48038	13355 E Ten Mile Road
DF-13135	USA	MI	Tawas City	48764	15855 Nineteen Mile Rd
AS-240	USA	MI	Lansing	48912	200 Hemlock
PG-8820	USA	MI	Lansing	48915	1215 E Michigan Avenue
JS-6030	USA	MI	Lansing	48910	1210 W Saginaw
SS-20590	USA	MI	Lansing	48910	401 W Greenlawn Ave
CS-2490	USA	MI	Ionia	48846	2727 S Pennsylvania
CM-2715	USA	MI	Flint	48532	479 Lafayette Street
BM-1140	USA	MI	Grand Blanc	48439	401 S Ballenger Highway
RD-19720	USA	MI	Flint	48503	One Genesys Parkway
LD-17005	USA	MI	Eaton Rapids	48827	One Hurley Plaza
EB-3705	USA	MI	Holland	49423	1500 S Main Street
RH-19555	USA	MI	Grand Haven	49417	602 Michigan Ave
JP-6135	USA	MI	Zeeland	49464	1309 Sheldon Rd
PB-9210	USA	MI	Alma	48801	8333 Felch St
LC-16960	USA	MI	Hillsdale	49242	300 E Warwick Dr
JC-15385	USA	MI	Pontiac	48341	168 S Howell Street
IL-15100	USA	MI	Southfield	48033	44405 Woodward Ave
SW-10245	USA	MI	Royal Oak	48073	23901 Lahser
CP-2340	USA	MI	Madison Heights	48071	3601 W Thirteen Mile Rd
NS-18640	USA	MI	Farmington Hills	48336	30671 Stephenson Highway
TR-21325	USA	MI	Pontiac	48342	28050 Grand River Avenue
NF-8385	USA	MI	W Bloomfield	48322	50 North Perry
TZ-21580	USA	MI	Commerce Township	48382	6777 West Maple Road
TB-11055	USA	MI	Southfield	48075	One William Carls Drive
AJ-10795	USA	MI	Southfield	48075	22401 Foster Winter Drive
